EventsPK	IncidentID	Event_Year	Event_Month	Event_Day	Event_Hour	Event_Minute	EventBegin_Year	EventBegin_Month	EventBegin_Day	EventBegin_Hour	EventBegin_Minute	EventEnd_Year	EventEnd_Month	EventEnd_Day	EventEnd_Hour	EventEnd_Minute	IncidentDescription	IncidentDescriptionTracking	Location_Country	Location_Province	Location_City	Leftist_Organization	Rightist_Organization	Religious_Organization	Ethnic_Organization	Separatist_Organization	Environmentalist_Organization	Supremacist_Organization	Anarchist_Organization	Antiglobalization_Organization	Vigilante_Organization	Criminal_Organization	NoPerpetrators	Emigre	Perpetrators_Primary	Perpetrators_Secondary	EventTypeID	WeaponTypeID1	WeaponTypeID2	WeaponSubTypeID1	WeaponSubTypeID2	TargetID1	TargetID2	TargetID3	TargetSubTypeID1	TargetSubTypeID2	TargetSubTypeID3	CanadianTarget	SuicideAttack	Fatalities	Injuries	PerpetratorFatalities	PerpetratorInjuries	IncidentSuccessful	Hoax	CanadianVictim	CanadianPerpetrator	ViolentExtremism	DoubtTerror	Alternative	Latitude	Longitude	OriginalSource	Reference1	Reference2	Reference3	Reference4	Reference5	Reference6	Reference7
13799	19750000090706001	1975	0	0													00/00/1975: Communist Party headquarters in Toronto was fire-bombed.	0	Canada	Ontario	Toronto	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0			Facility/Infrastructure Attack	Incendiary		Blunt Object		Government			Politicians/Political Parties/Political Movements/Political Party Meetings/Rallies			Yes	No	0	0	0	0	Yes	No	-99	-99		No				"Toronto Star, 25 June 1980, A3"	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 152"							
13800	19750131990603001	1975	1	31													"01/31/1975: 30 members of the Revolutionary Armed Forces of Colombia (FARC) kidnapped Canadian born Eric Leupin, 53, the honorary Dutch Consul in Cali and a businessman, at his lumber farm near his southwestern Colombia villa. The group demanded a ransom of $1 million and the release of the FARC member imprisoned in 1971. Leupin's wife was arrested on 05/03/1976, attempting to deliver a $50,000 ransom. On 10/03/1976, he was released unharmed in Cali. The Dutch government denied that the Embassy or any governmental officials had negotiated for Leupin's release and did not pay the ransom, denying all knowledge of the amount paid."	0	Colombia		Cali	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	30	0	Revolutionary Armed Forces of Colombia (FARC)		Hostage Taking (Kidnapping)	Unknown				Diplomatic			Embassies/Consulates			Yes	No	0	0	0	0	Yes	No	No	No		No					"Mickolus, Edward F. (1980). Trasnational Terrorism: Chronology of Events, 1968-1979.  Westport, CT: Greenwood Press. p. 504."							
13816	19750323090908001	1975	3	23													"03/23/1975: An envelope, daubed with red paint apparently simulating blood, stating ""Prepare to die"" was placed in the office door of ''The Islander,"" a Caribbean community newspaper. "	0	Canada	Ontario	Toronto	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Threat	Unknown				Journalists & Media			Newspaper Journalists/Staff/Facilities			Yes	No	0	0	0	0	-88	No	-99	-99		Yes	Lack of Intentionality			"Globe and Mail, 23 Aug 1975, 2"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 397"							
13801	19750330020715001	1975	3	30													03/30/1975: A group of Sons of Freedom women set a Community Doukhobor hall on fire in Brilliant. The women were later charged and convicted of arson.	0	Canada	British Columbia	Brilliant	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Sons of Freedom (SOF)		Facility/Infrastructure Attack	Incendiary		Arson/Fire		Religious Figures/Institutions			Affiliated Institutions			Yes	No	0	0	0	0	Yes	No	-99	-99		No				"Vancouver Sun, 2 Apr 1975, 6"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 284."	RCMP Chronology. p. 6.						
13802	19750418090310001	1975	4	18	21	30				21	30						"04/18/1975: After an anonymous telephone call at about 9:30 p.m., police found a bomb on a ground-floor window ledge of the north tower of National Defence headquarters (NDHQ). The bomb was placed in a ten by 12 inch brown leather satchel and comprised of a cigarette tin filled with five pounds of black powder, two batteries, a flash-bulb detonator, and a kitchen timer set to go off in two hours. Police and military personnel deactivated the bomb on the spot. NDHQ had received a bomb threat the previous evening; however, no bomb was found. The device was allegedly placed by the ""Weather Underground"" of the United States."	0	Canada	Ontario	Ottawa	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Weather Underground		Bombing/Explosion	Explosives/Bombs/Dynamite		Time Fuse		Military			Military Barracks/Base/Headquarters/Check Post			Yes	No	0	0	0	0	No	No	-99	-99		No				"Ottawa Citizen, 19 Apr 1975, 1; Ottawa Journal, 19 Apr 1975, 1; New York Times, 20 Apr 1975, 40"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 289."	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 87"						
13803	19750422010321001	1975	4	22													"04/22/1975: An undetonated explosive device was found at an electric power substation in Edmonton, Alberta."	0	Canada	Alberta	Edmonton	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Utilities			Electrical transformers/substations/ power lines			Yes	No	0	0	0	0	No	No	-99	-99		No				"FBI/BDC, Aug 1975"	EIDB							
13804	19750711110321001	1975	7	11													"07/11/1975: An undetonated explosive device was found on natural gas pipelines leading to an apartment complex in Laval, Quebec. "	0	Canada	Quebec	Laval	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Utilities			Gas pipelines			Yes	No	0	0	0	0	No	No	-99	-99		No				"FBI/BDC, July 1975"	EIDB							
13806	19750822881120001	1975	8	22													"08/22/1975: A member of the Japanese Red Army (JRA), Yohima Gyoja, was arrested when he attempted to enter the United States from Canada using a forged voter registration card and another false document. Gyoja was alleged to have been a member of the JRA's Operation Translation plan to kidnap Japanese businessmen in West Germany. It was believed he was attempting to enter the U.S. to sabotage the visit of Emperor Hirohito scheduled for 10/1975."	0	Canada		Unknown	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Japanese Red Army Rengo Sekig (JURA - JRA)		Unknown	Unknown				Unknown						No	No	0	0	0	0	No	No	-99	-99		Yes	Lack of Intentionality				"Mickolus, Edward F. (1980). Trasnational Terrorism: Chronology of Events, 1968-1979.  Westport, CT: Greenwood Press. p. 538."							
13805	19750822090308001	1975	8	22													"08/22/1975: A black community leader in Toronto received a stick of dynamite in the mail, along with a note: 'Watch your step ------. We are! We can make it explode."" The note was signed by the “White Nationalist Revolutionary Party.” The stick and note were delivered to the office of ""The Islander,"" a Caribbean community newspaper edited by the recipient."	0	Canada	Ontario	Toronto	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	White Nationalist Revolutionary Army		Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Journalists & Media			Newspaper Journalists/Staff/Facilities			Yes	No	0	0	0	0	No	Yes	-99	-99		No				"Globe and Mail, 23 Aug 1975, 2"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 398."							
13808	19750825990901001	1975	8	25													"08/25/1975: An anonymous caller said a bomb was on board a British Airways VC10 scheduled to fly 112 passengers from London to Montreal. The plane was evacuated; however, no bomb was found."	0	England		London	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Threat	Explosives/Bombs/Dynamite		Unknown Explosive Type		Airports & Aircraft			Airport			No	No	0	0	0	0	-88	Yes	No	-88		No				"Mickolus, 1980: 539; Bergeron"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 398."	"Mickolus, Edward F. (1980). Trasnational Terrorism: Chronology of Events, 1968-1979.  Westport, CT: Greenwood Press. p. 539."						
13807	19750825090303001	1975	8	25													08/25/1975: The Toronto-based White Nationalist Revolutionary Army sent a stick of dynamite to the Jamaican High Commissioner.	0	Canada	Ontario	Ottawa	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	White Nationalist Revolutionary Army		Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Diplomatic			Diplomats/Families/Individuals (outside of embassy)			No	No	0	0	0	0	No	Yes	-99	-99		No				"Ottawa Citizen, 27 Aug 1975, 3"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 398."							
13810	19750900990615001	1975	9	0													"09/00/1975: Donald Lutes, a Canadian missionary, was kidnapped."	0	Angola		Unknown	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Hostage Taking (Kidnapping)	Unknown				Religious Figures/Institutions			Religious Figures			Yes	No	-88	-88	0	0	Yes	No	-88	-88		No					"Mickolus, Edward F. (1980). Trasnational Terrorism: Chronology of Events, 1968-1979.  Westport, CT: Greenwood Press. p. 540."	RAND						
13809	19750900880920001	1975	9	0													09/00/1975: The Japanese Red Army issued a statement from Damascus warning that it might act against Canada.	0	Canada		Unknown	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Japanese Red Army Rengo Sekig (JURA - JRA)		Threat	Unknown				Unknown						Yes	No	0	0	0	0	-88	No	-99	-99		No				"Globe and Mail, 28 Oct 1975; Toronto Star, 15 Dec 1976"	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 152"							
13811	19750905990302001	1975	9	5													"09/05/1975: A bomb exploded in the crowded lobby of the London Hilton Hotel in Park Lane at 12:20 p.m. The blast shattered the front entrance, killing a man and a woman, and injuring 63; seven of them seriously. There were perhaps 100 people in the lobby at the time of the blast, including a Canadian. A bomb warning was received at 11:59 a.m. at the Associated Newspaper Group Ltd. Police apparently did not have enough time to execute an evacuation. A second bomb was found in the hotel and detonated by army bomb experts. The Irish Republican Army was believed responsible."	0	England		London	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Irish Republican Army (IRA)		Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Business			Hotel/Resort			No	No	2	63	0	0	Yes	No	No	No		No					"Mickolus, Edward F. (1980). Trasnational Terrorism: Chronology of Events, 1968-1979.  Westport, CT: Greenwood Press. p. 541."							
13812	19750914990302001	1975	9	14													09/14/1975: A letter bomb mailed from Dublin exploded in the London office of the Canadian-based company Alcan. The explosion slightly injured a secretary. The company had announced plans to build a plant in the Republic of Ireland two weeks before the incident.	0	United Kingdom		Unknown	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Provisional Irish Republican Army		Bombing/Explosion	Explosives/Bombs/Dynamite		Mail Bomb		Business			Multinational Corporations			Yes	No	0	1	0	0	Yes	No	No	-88		No					RAND	"Mickolus, Edward F. (1980). Trasnational Terrorism: Chronology of Events, 1968-1979.  Westport, CT: Greenwood Press. p. 544."						
13817	19751005020314001	1975	10	5													"10/05/1975: A parcel bomb, sent from Pittsburgh by special delivery, exploded as a man opened it in his Vancouver home. The man was fatally injured and his wife and son seriously injured. Although the parcel had a return address of Greek American Association (Pittsburgh), and the victims were of Greek extraction, police could not ascertain a motive for the attack. Police speculated that the attack might be connected to the victim's job as a store detective."	0	Canada	British Columbia	Vancouver	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Mail Bomb		Private Citizens & Property			Unnamed Civilians/Unspecified			Yes	No	1	2	0	0	Yes	No	-99	-99		Yes	Lack of Intentionality			"Vancouver Sun, 6 Oct 1975, 1, 2"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 398"							
13813	19751008020302001	1975	10	8													"10/08/1975: Unidentified individual(s) bombed a gasoline station at Nanaimo, British Columbia. A pump was damaged."	0	Canada	British Columbia	Nanaimo	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Business			Gas/oil			Yes	No	0	0	0	0	Yes	No	-99	-99		Yes	Lack of Intentionality			"FBI/BDC, Nov 1975"	EIDB							
13814	19751206020906001	1975	12	6													"12/06/1975: A bomb threat was telephoned to Victoria police headquarters at 8:13 p.m., just as a Social Credit election rally was getting underway in a Victoria high school auditorium. The caller warned that a bomb had been planted underneath the auditorium; however, no bomb was found. Opposition leader Bill Bennett was addressing the meeting."	0	Canada	British Columbia	Victoria	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Threat	Explosives/Bombs/Dynamite		Unknown Explosive Type		Government			Politicians/Political Parties/Political Movements/Political Party Meetings/Rallies			Yes	No	0	0	0	0	-88	Yes	-99	-99		No				"Vancouver Sun, 8 Dec 1975, 10"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 399."							
13818	19751207020715001	1975	12	7													12/07/1975: A fire destroyed the Grand Forks co-op store housing the headquarters of the Union of Spiritual Communities of Christ (USCC or Orthodox Doukhobors). The USCC was a frequent target of Sons of Freedom arsonists.	0	Canada	British Columbia	Grand Forks	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Facility/Infrastructure Attack	Incendiary		Arson/Fire		Religious Figures/Institutions			Affiliated Institutions			Yes	No	0	0	0	0	Yes	No	-99	-99		Yes	Lack of Intentionality			Ross/Cran	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 399"	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 87"						
13815	19751219020702001	1975	12	19													"12/19/1975: Sons of Freedom committed arson against Saratoga Lodge, in Chase, B.C."	0	Canada	British Columbia	Chase	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Sons of Freedom (SOF)		Facility/Infrastructure Attack	Incendiary		Arson/Fire		Business			Hotel/Resort			Yes	No	0	0	0	0	Yes	No	-99	-99		No				Cran Chronology	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 87"							
13836	19760123111014001	1976	1	23													"01/23/1976: A Tanzanian immigrant, 49, was thrown from the platform of the Islington subway station. The victim suffered two broken legs and spent four and a half months in hospital. The incident occurred after three youths taunted visible minority passengers on the train and then blocked the man's exit. On 11/09/1976, two men were convicted of assault causing bodily harm."	0	Canada		Unknown	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	3	0			Unarmed Assault	Primitive/Melee		Hands, Feet, Fists		Private Citizens & Property			Race/Ethnicity Identified			No	No	0	1	0	0	Yes	No	-99	-99		No				"Globe and Mail, 22 Nov 1976, 8; Globe and Mail, 23 Nov 1976, 8"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 400"							
13819	19760212090314001	1976	2	12													"02/12/1976: An aluminum pipe bomb exploded on the doorstep of the Western Guard Party leader’s residence. The device was placed by a leader, 18, of a small chapter of the Jewish Defense League (JDL), who was convicted of the offence two years later. The explosion scorched the entrance and blew out several windows. The actions of the JDL in North America have included ''bombings, murders, and firebombings against persons, organizations, or other entities deemed to be anti-Semitic or supportive of activities thought to be counter to the interests of the State of Israel"" (FBI Report, 1987, 11)."	0	Canada	Ontario	Toronto	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	1	0	Jewish Defence League (JDL)		Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Private Citizens & Property			Houses/Apartments/Residence	Politicians/Political Parties/Political Movements/Political Party Meetings/Rallies		Yes	No	0	0	0	0	Yes	No	-99	-99	1	-88				"Globe and Mail, 17 June 1978, 4"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 284."							
13820	19760223990603001	1976	2	23													"02/23/1976: Mohammed Haymour, a Lebanese gunman, and six armed relatives took over the Canadian Embassy in Beirut, holding 23 hostages. They demanded that his four children be returned to Lebanon, that he be given $500,000 for his share of an island, which he claimed he had been bilked out of by his wife and a doctor, and that the government of Canada reverse a medical opinion that he was medically unbalanced. The group initially allowed eight women to leave. They released the remaining hostages and surrendered after eight hours. No one was injured."	0	Lebanon		Beirut	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	7	0			Hostage Taking (Kidnapping)	Firearms		Unknown Gun Type		Diplomatic			Embassies/Consulates			Yes	No	0	0	0	0	Yes	No	No	-88		Yes	Lack of Intentionality			"New York Times, 24 Feb 1976, 9; Kellett, 1981, 64; Charters, 1987, 5; Kellett, 1988, B-5 (excluded)"	"Mickolus, Edward F. (1980). Trasnational Terrorism: Chronology of Events, 1968-1979.  Westport, CT: Greenwood Press. p. 586."	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 153"						
13821	19760228091004001	1976	2	28													"02/28/1976: Two men, who described themselves as members of the Nazi Underground (affiliated with the Western Guard), attacked and injured Ioan Davies, the master of Bethune College at York University. The animosity stems from the college's namesake, a hero for the Chinese Communist army's war against the Japanese. This incident followed two men describing themselves as Nazis who had made anti-Semitic remarks to Davies."	0	Canada	Ontario	Unknown	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	2	0	Nationalist Socialist Underground (Nazi)		Unarmed Assault	Unknown				Educational Institution			Teachers/Professors/Instructors			Yes	No	0	1	0	0	Yes	No	-99	-99		No				"""Master of Bethune College hurt in attack by 2 self-styled Nazis"", Globe and Mail, 1 Mar 1976; Angnes Kruchio ""Self-styled Nazis (sp.) attack college master, inflict severe eye injury"", Excalibur 4 Mar 1976; ""Bethune college master attacked by two Nazis"", Toronto Star, 1 Mar 1976, 42"	RWVIC p. 81							
13822	19760420990608001	1976	4	20													"04/20/1976: Gerald Utting, a visiting journalist with the Toronto Star, was kidnapped after leaving for the Beirut airport by taxi. He was released on 04/22/1976 after the intervention of Palestinian Liberation Organization leader, Yasser Arafat. Utting was later reported missing in 07/1977 after flying to Uganda to investigate reports of widespread massacres in the wake of an unsuccessful coup attempt against Idi Amin."	0	Lebanon		Beirut	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Hostage Taking (Kidnapping)	Unknown				Journalists & Media			Newspaper Journalists/Staff/Facilities			Yes	No	0	-88	0	0	Yes	No	-88	-88		No				"Kellett, 1981, 64; Charters, 1987, 5; Kellett, 1988, A-4"	RAND	"Mickolus, Edward F. (1980). Trasnational Terrorism: Chronology of Events, 1968-1979.  Westport, CT: Greenwood Press. p. 601."	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 153"					
13823	19760609990303001	1976	6	9													"06/09/1976: A bomb exploded in the basement of the Yugoslav Embassy at 12:07 a.m., blowing open a heavy metal door and blasting a hole in the concrete about 18 inches wide. Jovica Mijhailovic, 24, and Nevenka Radic, 37, were cut by flying glass. Nearby homes reported broken windows. Four hours later, a caller to the Associated Press in Washington, D.C., said the PanEpirotic Federation of America and Canada was responsible for placing the bombs, without the sanction of their leadership (which denied responsibility). He said he wished to ""free our Greek brothers who are being enslaved and tyrannized as minorities in Albania, Yugoslavia, and Bulgaria."""	0	United States		"Washington, DC"	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0	Pan-Epirotic Federation of America and Canada		Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Diplomatic			Embassies/Consulates			No	No	0	2	0	0	Yes	No	-88	Yes		No					RAND	"Mickolus, Edward F. (1980). Trasnational Terrorism: Chronology of Events, 1968-1979.  Westport, CT: Greenwood Press. p. 615-616."						
13824	19760610021120001	1976	6	10													"06/10/1976: The Canadian Greenpeace Foundation said that it had been offered an ounce of stolen plutonium to publicize the dangers of nuclear materials, at the U.N. Habitat Conference in Vancouver. The Foundation declined out of fear that it could fall into the wrong hands."	0	Canada	British Columbia	Vancouver	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Unknown	Nuclear				Unknown						No	No	0	0	0	0	No	No	-99	-99		Yes	Other Crime Type				"Mickolus, Edward F. (1980). Trasnational Terrorism: Chronology of Events, 1968-1979.  Westport, CT: Greenwood Press. p. 616."							
13825	19760623090714001	1976	6	23													"06/23/1976: Andrews and Dawyd Zarytshansky, Western Guard members, committed arson against the home of Marlee Archambault in Toronto. They suspected her of being a communist. Neighbours noticed the fire in time and the it caused about $100 worth of damage. Andrews was arrested 07/16/1976. In 11/1977, Western Guard members were put on trial for arson and mischief. On 02/01/1978, Andrews and Zarytsharsky were convicted of possessing explosives and conspiring to commit arson."	0	Canada	Ontario	Toronto	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	2	0	Western Guard		Facility/Infrastructure Attack	Incendiary		Arson/Fire		Private Citizens & Property			Named civilians			Yes	No	0	0	0	0	No	No	-99	-99		No				"Sher, 79; ""2 ex-Western Guard members guilty of plotting arson, mischief"", Toronto Star, F2'78, A4, 12 (needs to be checked out); Keating, Michael, ""2 in Western Guard jailed in racist plot"", Globe and Mail, F18'78, 19; ""Western guard members jailed for racist crimes"", Toronto Star, F18'78, A12 (check out); ""Man 18, committed to trial over bombing"", Globe and Mail, 23 July 1976; ""Best frame artists in RCMP, trial told -- Western Guard"", Toronto Star, D 21'77, A4; ""3 ex-Western Guard members to face arson, conspiracy trials"", Globe and Mail, 25 Nov 1976; ""Swastikas on racist poster"", Toronto Sun, 23 Dec 1977; ""Called blacks garbage, Western Guard head testifies"", Globe and Mail, 21 Dec 1977; Joe Huilivitsky, ""Plot to disrupt Olympics alleged"", Toronto Sun, 23 Nov 1977, 23"	RWVIC p. 83							
13826	19760627990401001	1976	6	27													"06/27/1976: Air France flight 139, carrying 257 people, including 12 crew members, from Tel Aviv to Paris, was hijacked out of Athens by seven members of the Popular Front for the Liberation of Palestine (PFLP). 56 persons had boarded in Athens, including 14 French, 10 Greeks, 56 Americans, three Canadians, five New Zealanders, two Britons, a Jordanian, a Lebanese, a Cypriot, and a Japanese. The plane first landed in Benghazi, Libya for refuelling. While on the ground, the terrorists allowed Patricia Suzan, 30, a British citizen to deplane. Upon landing at Entebbe Airport in Uganda, the hijackers were provided with additional weapons by the Ugandans, who also guarded the hostages while the terrorists left to freshen up. Three additional terrorists later joined the initial seven. "	0	Greece		Athens	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	7	0	Popular Front for the Liberation of Palestine (PFLP)		Hijacking	Unknown				Airports & Aircraft			Aircraft (not at an airport)			No	No	-88	-88	-88	-88	Yes	No	-88	No		No					"Mickolus, Edward F. (1980). Trasnational Terrorism: Chronology of Events, 1968-1979.  Westport, CT: Greenwood Press. p. 621."							
